observation_city;observation_station;observation_time;observation_temperature;observation_wind_speed;obeservation_rain;observation_sky
DEBRECEN;3;2017-04-29 11:37:00;11.8;2.645;1.1;HEAVY_CLOUDS
BUDAPEST;1;2017-04-29 11:39:00;11;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 11:41:00;11.1;0;0;CLOUDY
BUDAPEST;3;2017-04-29 11:43:00;14.9;0;0;FOG
SZEGED;1;2017-04-29 11:45:00;15.8;6.06;2.8;FOG
SZEGED;2;2017-04-29 11:47:00;17.4;5.88;5.4;PARTLY_CLOUDY
SOPRON;1;2017-04-29 11:49:00;14.8;8.33;2.8;CLOUDY
SOPRON;2;2017-04-29 11:51:00;16;0.075;2.3;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 11:53:00;21.8;0;0;CLOUDY
DEBRECEN;2;2017-04-29 11:55:00;19.1;0;0;CLOUDY
DEBRECEN;3;2017-04-29 11:57:00;20.5;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-04-29 11:59:00;23.5;0.225;0.5;CLOUDY
BUDAPEST;2;2017-04-29 12:01:00;22.6;0;0;CLOUDY
BUDAPEST;3;2017-04-29 12:03:00;20.4;0;0;CLOUDY
SZEGED;1;2017-04-29 12:05:00;16.3;0.39;1.1;PARTLY_CLOUDY
SZEGED;2;2017-04-29 12:07:00;16.7;0;0;CLOUDY
SOPRON;1;2017-04-29 12:09:00;20.4;8.13;3.1;HEAVY_CLOUDS
SOPRON;2;2017-04-29 12:11:00;23.2;20.465;5.8;CLEAR
DEBRECEN;1;2017-04-29 12:13:00;22.3;0;0;CLOUDY
DEBRECEN;2;2017-04-29 12:15:00;20.1;0;0;FOG
DEBRECEN;3;2017-04-29 12:17:00;22.3;0;0;CLOUDY
BUDAPEST;1;2017-04-29 12:19:00;25.7;0;0;CLOUDY
BUDAPEST;2;2017-04-29 12:21:00;16.5;0;0;FOG
BUDAPEST;3;2017-04-29 12:23:00;13.8;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-29 12:25:00;15.2;3.905;0.9;PARTLY_CLOUDY
SZEGED;2;2017-04-29 12:27:00;17.8;0.98;5.2;CLEAR
SOPRON;1;2017-04-29 12:29:00;19.6;20.57;4.3;FOG
SOPRON;2;2017-04-29 12:31:00;20.3;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 12:33:00;19.5;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 12:35:00;20.6;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-29 12:37:00;20.1;0.16;0.9;CLOUDY
BUDAPEST;1;2017-04-29 12:39:00;21.4;0;0;FOG
BUDAPEST;2;2017-04-29 12:41:00;23.9;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 12:43:00;4.7;1.04;0.6;CLEAR
SZEGED;1;2017-04-29 12:45:00;5.1;24.855;6.3;HEAVY_CLOUDS
SZEGED;2;2017-04-29 12:47:00;6.9;1.6;3;FOG
SOPRON;1;2017-04-29 12:49:00;6.9;0.055;0.1;FOG
SOPRON;2;2017-04-29 12:51:00;8.1;0.395;0.1;CLOUDY
DEBRECEN;1;2017-04-29 12:53:00;8.8;0.5;0.1;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 12:55:00;6.4;0;0;CLOUDY
DEBRECEN;3;2017-04-29 12:57:00;5.9;0.27;0.2;CLEAR
BUDAPEST;1;2017-04-29 12:59:00;6.6;1.935;1.9;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 13:01:00;5.6;20.11;5.6;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 13:03:00;4.8;0;0;CLOUDY
SZEGED;1;2017-04-29 13:05:00;5.1;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-29 13:07:00;5.3;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-29 13:09:00;5.4;0;0;CLOUDY
SOPRON;2;2017-04-29 13:11:00;5.5;0;0;CLEAR
DEBRECEN;1;2017-04-29 13:13:00;7.5;0;0;CLEAR
DEBRECEN;2;2017-04-29 13:15:00;6.7;0;0;CLEAR
DEBRECEN;3;2017-04-29 13:17:00;4.5;0.205;0.1;HEAVY_CLOUDS
BUDAPEST;1;2017-04-29 13:19:00;3.5;2.92;0.6;FOG
BUDAPEST;2;2017-04-29 13:21:00;3;0.195;0.4;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 13:23:00;4.2;0.495;0.1;FOG
SZEGED;1;2017-04-29 13:25:00;5;0;0;CLEAR
SZEGED;2;2017-04-29 13:27:00;8.3;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-29 13:29:00;5.3;0.045;1.1;PARTLY_CLOUDY
SOPRON;2;2017-04-29 13:31:00;1.7;8.805;2;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 13:33:00;4;0;0;FOG
DEBRECEN;2;2017-04-29 13:35:00;7.5;0;0;FOG
DEBRECEN;3;2017-04-29 13:37:00;12.4;0;0;CLEAR
BUDAPEST;1;2017-04-29 13:39:00;11.1;0;0;FOG
BUDAPEST;2;2017-04-29 13:41:00;10.1;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 13:43:00;11.9;12.93;3;HEAVY_CLOUDS
SZEGED;1;2017-04-29 13:45:00;13.5;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-29 13:47:00;14.4;0;0;CLOUDY
SOPRON;1;2017-04-29 13:49:00;14.9;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-29 13:51:00;16.5;0;0;FOG
DEBRECEN;1;2017-04-29 13:53:00;18.2;0;0;FOG
DEBRECEN;2;2017-04-29 13:55:00;18;0;0;CLEAR
DEBRECEN;3;2017-04-29 13:57:00;17.7;0;0;CLEAR
BUDAPEST;1;2017-04-29 13:59:00;17.8;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 14:01:00;17.8;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 14:03:00;18.4;4.91;1.5;FOG
SZEGED;1;2017-04-29 14:05:00;18.6;1.005;0.4;CLOUDY
SZEGED;2;2017-04-29 14:07:00;17.6;3.635;0.9;CLEAR
SOPRON;1;2017-04-29 14:09:00;16.4;6.61;1.8;HEAVY_CLOUDS
SOPRON;2;2017-04-29 14:11:00;14.7;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 14:13:00;16.7;0;0;CLOUDY
DEBRECEN;2;2017-04-29 14:15:00;17.1;0;0;FOG
DEBRECEN;3;2017-04-29 14:17:00;14.9;0;0;CLEAR
BUDAPEST;1;2017-04-29 14:19:00;14.4;0;0;FOG
BUDAPEST;2;2017-04-29 14:21:00;16.7;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 14:23:00;18.3;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-29 14:25:00;17.5;0;0;CLEAR
SZEGED;2;2017-04-29 14:27:00;16.5;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-29 14:29:00;13.1;0;0;FOG
SOPRON;2;2017-04-29 14:31:00;15.7;0;0;CLEAR
DEBRECEN;1;2017-04-29 14:33:00;15.3;0;0;FOG
DEBRECEN;2;2017-04-29 14:35:00;14;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-29 14:37:00;15.4;0;0;CLEAR
BUDAPEST;1;2017-04-29 14:39:00;16.7;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 14:41:00;17.3;8.745;4.8;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 14:43:00;18.3;1.785;0.8;FOG
SZEGED;1;2017-04-29 14:45:00;19.4;0;0;CLOUDY
SZEGED;2;2017-04-29 14:47:00;13.5;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-29 14:49:00;17.3;0;0;CLEAR
SOPRON;2;2017-04-29 14:51:00;16.1;3.595;1;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 14:53:00;13.4;1.315;0.6;CLOUDY
DEBRECEN;2;2017-04-29 14:55:00;13.2;0.035;0.1;CLOUDY
DEBRECEN;3;2017-04-29 14:57:00;15.5;0;0;CLOUDY
BUDAPEST;1;2017-04-29 14:59:00;18.7;0;0;CLOUDY
BUDAPEST;2;2017-04-29 15:01:00;19.9;0;0;CLEAR
BUDAPEST;3;2017-04-29 15:03:00;21.7;0;0;FOG
SZEGED;1;2017-04-29 15:05:00;22.5;0;0;CLOUDY
SZEGED;2;2017-04-29 15:07:00;18.7;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-29 15:09:00;13.5;0;0;FOG
SOPRON;2;2017-04-29 15:11:00;10.4;0;0;CLEAR
DEBRECEN;1;2017-04-29 15:13:00;17;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 15:15:00;19;0;0;CLOUDY
DEBRECEN;3;2017-04-29 15:17:00;21.2;0;0;CLOUDY
BUDAPEST;1;2017-04-29 15:19:00;23.5;0;0;CLEAR
BUDAPEST;2;2017-04-29 15:21:00;22.4;0;0;CLEAR
BUDAPEST;3;2017-04-29 15:23:00;21.5;0;0;CLEAR
SZEGED;1;2017-04-29 15:25:00;23.1;0;0;CLEAR
SZEGED;2;2017-04-29 15:27:00;23.8;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-29 15:29:00;19.2;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-29 15:31:00;18.8;0;0;FOG
DEBRECEN;1;2017-04-29 15:33:00;22.5;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 15:35:00;23.6;0.265;0.3;FOG
DEBRECEN;3;2017-04-29 15:37:00;19.2;13.62;3.1;CLOUDY
BUDAPEST;1;2017-04-29 15:39:00;16.2;15.065;3.1;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 15:41:00;11.8;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 15:43:00;11;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-29 15:45:00;11.1;0;0;FOG
SZEGED;2;2017-04-29 15:47:00;14.9;0.49;0.1;PARTLY_CLOUDY
SOPRON;1;2017-04-29 15:49:00;15.8;0;0;CLEAR
SOPRON;2;2017-04-29 15:51:00;17.4;0;0;CLEAR
DEBRECEN;1;2017-04-29 15:53:00;14.8;1.625;0.9;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 15:55:00;16;3.005;11.3;FOG
DEBRECEN;3;2017-04-29 15:57:00;21.8;35.535;10.9;FOG
BUDAPEST;1;2017-04-29 15:59:00;19.1;40.405;8.8;CLOUDY
BUDAPEST;2;2017-04-29 16:01:00;20.5;16.81;4.8;CLEAR
BUDAPEST;3;2017-04-29 16:03:00;23.5;0;0;FOG
SZEGED;1;2017-04-29 16:05:00;22.6;0.2;1.4;CLEAR
SZEGED;2;2017-04-29 16:07:00;20.4;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-29 16:09:00;16.3;0;0;CLOUDY
SOPRON;2;2017-04-29 16:11:00;16.7;83.34;19.5;CLOUDY
DEBRECEN;1;2017-04-29 16:13:00;20.4;8.81;4;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 16:15:00;23.2;1.895;1.7;CLEAR
DEBRECEN;3;2017-04-29 16:17:00;22.3;0;0;CLOUDY
BUDAPEST;1;2017-04-29 16:19:00;20.1;0;0;CLEAR
BUDAPEST;2;2017-04-29 16:21:00;22.3;0;0;FOG
BUDAPEST;3;2017-04-29 16:23:00;25.7;0.265;0.7;FOG
SZEGED;1;2017-04-29 16:25:00;16.5;0.02;0.1;CLEAR
SZEGED;2;2017-04-29 16:27:00;13.8;0.615;0.7;CLEAR
SOPRON;1;2017-04-29 16:29:00;15.2;2.37;0.6;HEAVY_CLOUDS
SOPRON;2;2017-04-29 16:31:00;17.8;0.415;0.1;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 16:33:00;19.6;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 16:35:00;20.3;0;0;CLEAR
DEBRECEN;3;2017-04-29 16:37:00;19.5;0.91;0.2;FOG
BUDAPEST;1;2017-04-29 16:39:00;20.6;0;0;CLEAR
BUDAPEST;2;2017-04-29 16:41:00;20.1;0;0;CLEAR
BUDAPEST;3;2017-04-29 16:43:00;21.4;0;0;CLEAR
SZEGED;1;2017-04-29 16:45:00;23.9;1.02;0.4;CLEAR
SZEGED;2;2017-04-29 16:47:00;4.7;5.82;1.2;PARTLY_CLOUDY
SOPRON;1;2017-04-29 16:49:00;5.1;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-29 16:51:00;6.9;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 16:53:00;6.9;15.41;3.6;CLEAR
DEBRECEN;2;2017-04-29 16:55:00;8.1;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-29 16:57:00;8.8;3.76;3.2;CLEAR
BUDAPEST;1;2017-04-29 16:59:00;6.4;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 17:01:00;5.9;21.965;5.5;CLEAR
BUDAPEST;3;2017-04-29 17:03:00;6.6;2.145;2.1;HEAVY_CLOUDS
SZEGED;1;2017-04-29 17:05:00;5.6;0;0;CLOUDY
SZEGED;2;2017-04-29 17:07:00;4.8;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-29 17:09:00;5.1;0;0;CLOUDY
SOPRON;2;2017-04-29 17:11:00;5.3;0;0;FOG
DEBRECEN;1;2017-04-29 17:13:00;5.4;0.325;0.1;CLEAR
DEBRECEN;2;2017-04-29 17:15:00;5.5;0;0;CLEAR
DEBRECEN;3;2017-04-29 17:17:00;7.5;0;0;FOG
BUDAPEST;1;2017-04-29 17:19:00;6.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 17:21:00;4.5;0;0;CLEAR
BUDAPEST;3;2017-04-29 17:23:00;3.5;0;0;CLEAR
SZEGED;1;2017-04-29 17:25:00;3;0;0;CLOUDY
SZEGED;2;2017-04-29 17:27:00;4.2;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-29 17:29:00;5;0;0;CLEAR
SOPRON;2;2017-04-29 17:31:00;8.3;0;0;CLEAR
DEBRECEN;1;2017-04-29 17:33:00;5.3;0;0;CLOUDY
DEBRECEN;2;2017-04-29 17:35:00;1.7;0;0;CLOUDY
DEBRECEN;3;2017-04-29 17:37:00;4;22.13;11;HEAVY_CLOUDS
BUDAPEST;1;2017-04-29 17:39:00;7.5;0.905;1.5;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 17:41:00;12.4;0;0;CLEAR
BUDAPEST;3;2017-04-29 17:43:00;11.1;0;0;CLEAR
SZEGED;1;2017-04-29 17:45:00;10.1;54.905;11.8;CLEAR
SZEGED;2;2017-04-29 17:47:00;11.9;0.135;0.5;CLOUDY
SOPRON;1;2017-04-29 17:49:00;13.5;0;0;CLOUDY
SOPRON;2;2017-04-29 17:51:00;14.4;5.4;6.2;FOG
DEBRECEN;1;2017-04-29 17:53:00;14.9;0.81;0.7;FOG
DEBRECEN;2;2017-04-29 17:55:00;16.5;0.115;0.1;PARTLY_CLOUDY
DEBRECEN;3;2017-04-29 17:57:00;18.2;0;0;CLOUDY
BUDAPEST;1;2017-04-29 17:59:00;18;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 18:01:00;17.7;17.72;14.5;FOG
BUDAPEST;3;2017-04-29 18:03:00;17.8;22.975;14.3;PARTLY_CLOUDY
SZEGED;1;2017-04-29 18:05:00;17.8;0;0;FOG
SZEGED;2;2017-04-29 18:07:00;18.4;5.32;1.2;CLOUDY
SOPRON;1;2017-04-29 18:09:00;18.6;66.185;13.7;HEAVY_CLOUDS
SOPRON;2;2017-04-29 18:11:00;17.6;0.235;0.1;CLOUDY
DEBRECEN;1;2017-04-29 18:13:00;16.4;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 18:15:00;14.7;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-04-29 18:17:00;16.7;6.625;2.9;CLEAR
BUDAPEST;1;2017-04-29 18:19:00;17.1;0.5;0.1;CLOUDY
BUDAPEST;2;2017-04-29 18:21:00;14.9;0.075;0.2;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 18:23:00;14.4;35.205;7.2;PARTLY_CLOUDY
SZEGED;1;2017-04-29 18:25:00;16.7;0;0;CLEAR
SZEGED;2;2017-04-29 18:27:00;18.3;0;0;PARTLY_CLOUDY
SOPRON;1;2017-04-29 18:29:00;17.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-29 18:31:00;16.5;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 18:33:00;13.1;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 18:35:00;15.7;0;0;FOG
DEBRECEN;3;2017-04-29 18:37:00;15.3;0;0;FOG
BUDAPEST;1;2017-04-29 18:39:00;14;0;0;CLOUDY
BUDAPEST;2;2017-04-29 18:41:00;15.4;0;0;CLOUDY
BUDAPEST;3;2017-04-29 18:43:00;16.7;0;0;HEAVY_CLOUDS
SZEGED;1;2017-04-29 18:45:00;17.3;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-29 18:47:00;18.3;0;0;CLOUDY
SOPRON;1;2017-04-29 18:49:00;19.4;0;0;CLOUDY
SOPRON;2;2017-04-29 18:51:00;13.5;123.565;25.5;CLEAR
DEBRECEN;1;2017-04-29 18:53:00;17.3;5;6.7;CLOUDY
DEBRECEN;2;2017-04-29 18:55:00;16.1;9.785;2.3;PARTLY_CLOUDY
DEBRECEN;3;2017-04-29 18:57:00;13.4;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-29 18:59:00;13.2;51.645;10.4;FOG
BUDAPEST;2;2017-04-29 19:01:00;15.5;0;0;FOG
BUDAPEST;3;2017-04-29 19:03:00;18.7;0;0;PARTLY_CLOUDY
SZEGED;1;2017-04-29 19:05:00;19.9;0.2;0.2;CLEAR
SZEGED;2;2017-04-29 19:07:00;21.7;0;0;FOG
SOPRON;1;2017-04-29 19:09:00;22.5;0;0;CLEAR
SOPRON;2;2017-04-29 19:11:00;18.7;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 19:13:00;13.5;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 19:15:00;10.4;0;0;FOG
DEBRECEN;3;2017-04-29 19:17:00;17;0;0;CLEAR
BUDAPEST;1;2017-04-29 19:19:00;19;0.295;6.2;FOG
BUDAPEST;2;2017-04-29 19:21:00;21.2;73.94;14.9;FOG
BUDAPEST;3;2017-04-29 19:23:00;23.5;0;0;FOG
SZEGED;1;2017-04-29 19:25:00;22.4;0;0;CLEAR
SZEGED;2;2017-04-29 19:27:00;21.5;2.665;1.1;HEAVY_CLOUDS
SOPRON;1;2017-04-29 19:29:00;23.1;19.07;6.7;HEAVY_CLOUDS
SOPRON;2;2017-04-29 19:31:00;23.8;0;0;FOG
DEBRECEN;1;2017-04-29 19:33:00;19.2;0;0;FOG
DEBRECEN;2;2017-04-29 19:35:00;18.8;0;0;CLOUDY
DEBRECEN;3;2017-04-29 19:37:00;22.5;0;0;CLEAR
BUDAPEST;1;2017-04-29 19:39:00;23.6;0;0;CLOUDY
BUDAPEST;2;2017-04-29 19:41:00;19.2;2.3;6.3;CLOUDY
BUDAPEST;3;2017-04-29 19:43:00;16.2;0;0;FOG
SZEGED;1;2017-04-29 19:45:00;11.8;0;0;FOG
SZEGED;2;2017-04-29 19:47:00;11;10.365;5.4;CLEAR
SOPRON;1;2017-04-29 19:49:00;11.1;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-29 19:51:00;14.9;0.145;0.2;FOG
DEBRECEN;1;2017-04-29 19:53:00;15.8;0;0;CLEAR
DEBRECEN;2;2017-04-29 19:55:00;17.4;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-29 19:57:00;14.8;0;0;FOG
BUDAPEST;1;2017-04-29 19:59:00;16;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 20:01:00;21.8;7.05;1.6;CLEAR
BUDAPEST;3;2017-04-29 20:03:00;19.1;0;0;CLEAR
SZEGED;1;2017-04-29 20:05:00;20.5;0;0;CLOUDY
SZEGED;2;2017-04-29 20:07:00;23.5;15.56;4.4;HEAVY_CLOUDS
SOPRON;1;2017-04-29 20:09:00;22.6;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-29 20:11:00;20.4;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 20:13:00;16.3;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-04-29 20:15:00;16.7;0;0;FOG
DEBRECEN;3;2017-04-29 20:17:00;20.4;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-04-29 20:19:00;23.2;1.895;0.5;FOG
BUDAPEST;2;2017-04-29 20:21:00;22.3;0.87;0.4;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 20:23:00;20.1;0;0;CLEAR
SZEGED;1;2017-04-29 20:25:00;22.3;0;0;CLEAR
SZEGED;2;2017-04-29 20:27:00;25.7;0;0;CLEAR
SOPRON;1;2017-04-29 20:29:00;16.5;0;0;CLEAR
SOPRON;2;2017-04-29 20:31:00;13.8;0;0;FOG
DEBRECEN;1;2017-04-29 20:33:00;15.2;0;0;CLOUDY
DEBRECEN;2;2017-04-29 20:35:00;17.8;0;0;FOG
DEBRECEN;3;2017-04-29 20:37:00;19.6;0;0;FOG
BUDAPEST;1;2017-04-29 20:39:00;20.3;0;0;CLOUDY
BUDAPEST;2;2017-04-29 20:41:00;19.5;0;0;CLEAR
BUDAPEST;3;2017-04-29 20:43:00;20.6;0;0;FOG
SZEGED;1;2017-04-29 20:45:00;20.1;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-29 20:47:00;21.4;0;0;HEAVY_CLOUDS
SOPRON;1;2017-04-29 20:49:00;23.9;0;0;FOG
SOPRON;2;2017-04-29 20:51:00;4.7;0;0;CLOUDY
DEBRECEN;1;2017-04-29 20:53:00;5.1;0;0;CLEAR
DEBRECEN;2;2017-04-29 20:55:00;6.9;0;0;FOG
DEBRECEN;3;2017-04-29 20:57:00;6.9;0;0;FOG
BUDAPEST;1;2017-04-29 20:59:00;8.1;0;0;CLEAR
BUDAPEST;2;2017-04-29 21:01:00;8.8;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 21:03:00;6.4;5.83;1.8;CLEAR
SZEGED;1;2017-04-29 21:05:00;5.9;4.945;6.4;PARTLY_CLOUDY
SZEGED;2;2017-04-29 21:07:00;6.6;0.65;0.3;CLEAR
SOPRON;1;2017-04-29 21:09:00;5.6;10.905;4.5;CLEAR
SOPRON;2;2017-04-29 21:11:00;4.8;0.175;0.2;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 21:13:00;5.1;4.49;3.3;CLEAR
DEBRECEN;2;2017-04-29 21:15:00;5.3;9.23;10.2;HEAVY_CLOUDS
DEBRECEN;3;2017-04-29 21:17:00;5.4;37.905;8.3;CLEAR
BUDAPEST;1;2017-04-29 21:19:00;5.5;25.24;6;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 21:21:00;7.5;1.38;0.9;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 21:23:00;6.7;0;0;CLEAR
SZEGED;1;2017-04-29 21:25:00;4.5;0.31;1.9;CLOUDY
SZEGED;2;2017-04-29 21:27:00;3.5;0;0;CLEAR
SOPRON;1;2017-04-29 21:29:00;3;0;0;CLEAR
SOPRON;2;2017-04-29 21:31:00;4.2;0;0;FOG
DEBRECEN;1;2017-04-29 21:33:00;5;0;0;CLEAR
DEBRECEN;2;2017-04-29 21:35:00;8.3;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-29 21:37:00;5.3;5.66;1.7;FOG
BUDAPEST;1;2017-04-29 21:39:00;1.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-04-29 21:41:00;4;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-04-29 21:43:00;7.5;0.645;1.1;HEAVY_CLOUDS
SZEGED;1;2017-04-29 21:45:00;12.4;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-29 21:47:00;11.1;0;0;FOG
SOPRON;1;2017-04-29 21:49:00;10.1;0;0;PARTLY_CLOUDY
SOPRON;2;2017-04-29 21:51:00;11.9;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 21:53:00;13.5;0;0;CLEAR
DEBRECEN;2;2017-04-29 21:55:00;14.4;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-04-29 21:57:00;14.9;0;0;CLEAR
BUDAPEST;1;2017-04-29 21:59:00;16.5;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 22:01:00;18.2;0;0;CLEAR
BUDAPEST;3;2017-04-29 22:03:00;18;23.115;6.5;FOG
SZEGED;1;2017-04-29 22:05:00;17.7;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-29 22:07:00;17.8;0.205;0.9;PARTLY_CLOUDY
SOPRON;1;2017-04-29 22:09:00;17.8;0.495;0.2;CLEAR
SOPRON;2;2017-04-29 22:11:00;18.4;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-04-29 22:13:00;18.6;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 22:15:00;17.6;8.395;2.9;FOG
DEBRECEN;3;2017-04-29 22:17:00;16.4;0.84;1.4;PARTLY_CLOUDY
BUDAPEST;1;2017-04-29 22:19:00;14.7;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 22:21:00;16.7;2.02;1.7;CLOUDY
BUDAPEST;3;2017-04-29 22:23:00;17.1;0;0;CLEAR
SZEGED;1;2017-04-29 22:25:00;14.9;0;0;HEAVY_CLOUDS
SZEGED;2;2017-04-29 22:27:00;14.4;4.72;1.1;HEAVY_CLOUDS
SOPRON;1;2017-04-29 22:29:00;16.7;6.18;7.1;FOG
SOPRON;2;2017-04-29 22:31:00;18.3;0.285;0.2;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 22:33:00;17.5;0;0;FOG
DEBRECEN;2;2017-04-29 22:35:00;16.5;0;0;CLEAR
DEBRECEN;3;2017-04-29 22:37:00;13.1;0;0;CLOUDY
BUDAPEST;1;2017-04-29 22:39:00;15.7;0;0;FOG
BUDAPEST;2;2017-04-29 22:41:00;15.3;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 22:43:00;14;0;0;FOG
SZEGED;1;2017-04-29 22:45:00;15.4;0;0;FOG
SZEGED;2;2017-04-29 22:47:00;16.7;0;0;CLEAR
SOPRON;1;2017-04-29 22:49:00;17.3;0;0;HEAVY_CLOUDS
SOPRON;2;2017-04-29 22:51:00;18.3;0;0;CLEAR
DEBRECEN;1;2017-04-29 22:53:00;19.4;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 22:55:00;13.5;0;0;CLEAR
DEBRECEN;3;2017-04-29 22:57:00;17.3;1.005;0.5;CLOUDY
BUDAPEST;1;2017-04-29 22:59:00;16.1;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-04-29 23:01:00;13.4;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-04-29 23:03:00;13.2;0;0;CLEAR
SZEGED;1;2017-04-29 23:05:00;15.5;0;0;PARTLY_CLOUDY
SZEGED;2;2017-04-29 23:07:00;18.7;7.02;2.7;HEAVY_CLOUDS
SOPRON;1;2017-04-29 23:09:00;19.9;0;0;CLOUDY
SOPRON;2;2017-04-29 23:11:00;21.7;0.37;0.2;HEAVY_CLOUDS
DEBRECEN;1;2017-04-29 23:13:00;22.5;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-04-29 23:15:00;18.7;5.695;2.1;HEAVY_CLOUDS
